ID,Codepoint,Glyph,Gardiner,UniK,Core,Description,Functions,Values,JSesh,Hieroglyphica,IFAO,Source
U13CE9,U+13CE9,𓳩,G-20-022,HJ G232A,C,Three heads and upper bodies of ducks protruding from a nest without internal detail.,Phonemogram,mḥ,G232A,G232A,"199,4",unikemet
U13CEA,U+13CEA,𓳪,G-20-024,HJ G232,C,Three heads and upper bodies of ducks protruding from a nest with netting as internal detail.,Phonemogram,mḥ,G232,G232,"199,6",unikemet
U13CEB,U+13CEB,𓳫,G-20-026,HJ G049C,C,"Three heads of a pintail duck (Anas acuta) (H1), protruding from a pool or nest resembling a wickerwork basket (V30).",Logogram (nest),sš,G49C,G49C,"199,7",unikemet
U13CEC,U+13CEC,𓳬,G-20-027,HJ G049B,C,Three heads and upper bodies of ducks protruding from a nest resembling a wickerwork basket (V30).,Phonemogram,mḥ,G49B,G49B,"199,8",unikemet
U13CED,U+13CED,𓳭,G-20-028,HJ G049E,C,"Three heads of a pintail duck (Anas acuta) (H1), protruding from an oval pool or nest.","Logogram (bird-pool, nest)",sš,G49E,G49E,"199,9",unikemet
U13CEE,U+13CEE,𓳮,G-20-031,G049F,C,"Three heads of a pintail duck (Anas acuta) (H1), protruding from an oval pool or nest, with internal netting as detail.",Logogram (nest),sš,,,"199,10",unikemet
U13CEF,U+13CEF,𓳯,G-20-035,HJ G238,C,"Four heads of a pintail duck (Anas acuta) (H1), protruding from an oval pool or nest","Logogram (bird-pool, nest, marshland)",sš,G238,G238,"199,16",unikemet
U13CF0,U+13CF0,𓳰,G-21-001,HJ G207,C,A pelican.,Classifier pelican,ḥn.t,G207,G207,"200,1",unikemet
U13CF1,U+13CF1,𓳱,G-22-001,HJ G021A,C,"A saharan helmeted guinea fowl (Numida m. meleagris), without a lappet.",Phonemogram,nḥ,G21A,G21A,"200,2",unikemet
U13CF2,U+13CF2,𓳲,G-22-004,HJ G021B,C,"A saharan helmeted guinea fowl (Numida m. meleagris), with a lappet, without the two protruding feathers on its head.",Phonemogram,nḥ,G21B,G21B,,unikemet
U13CF3,U+13CF3,𓳳,G-22-005,G021D,C,"A Saharan helmeted guinea fowl chick (Numida m. meleagris), standing, with a lappet, without the two protruding feathers on its head.",Phonemogram,nḥ,,,,unikemet
U13CF4,U+13CF4,𓳴,G-22-006,HJ G021C,C,"A saharan helmeted guinea fowl (Numida m. meleagris), without a lappet, without the two protruding feathers on its head.",Phonemogram,nḥ,G21C,G21C,,unikemet
U13CF5,U+13CF5,𓳵,G-22-010,HJ G210,C,"A vulturine guineafowl (Acryllium vulturinum), without lappet.",Phonemogram,ty,G210,G210,"200,11",unikemet
U13CF6,U+13CF6,𓳶,G-22-011,HJ G210A,C,"A vulturine guineafowl (Acryllium vulturinum), with lappet.",Phonemogram,ty,G210A,G210A,"200,12",unikemet
U13CF7,U+13CF7,𓳷,G-23-002,G023A,C,"A lapwing (Vanellus cristatus), legs drawn towards the body.","Logogram (common folk, subjects, people)",rḫ.yt,,,,unikemet
U13CF8,U+13CF8,𓳸,G-23-003,HJ G200,C,"Three lapwings (Vanellus cristatus), overlapping each other.","Logogram (common folk, subjects, people)",rḫ.yt,G200,G200,"201,2",unikemet
U13CF9,U+13CF9,𓳹,G-23-006,G024C,C,"A lapwing (Vanellus cristatus), standing, wings extended above the body; on top of a wickerwork basket (V30).",Phonemogram/Logogram (who everyone knows),rḫ.t-ḥr-nb,,,,unikemet
U13CFA,U+13CFA,𓳺,G-23-007,HJ G024A,C,"A lapwing (Vanellus cristatus), legs drawn towards the body, wings extended above the body, with two human arms, extending from the breast, raised, with hand palms outwards.","Logogram (common folk, subjects, people)",rḫ.yt,G24A,G24A,"201,6",unikemet
U13CFB,U+13CFB,𓳻,G-23-009,HJ G024B,C,"A lapwing (Vanellus cristatus), standing, wings extended above the body, with two human arms, extending from the breast, raised, with hand palms outwards.","Logogram (common folk, subjects, people)",rḫ.yt,G24B,G24B,"201,8",unikemet
U13CFC,U+13CFC,𓳼,G-24-004,HJ G014A,C,"A griffon vulture (Gyps fulvus), without internal detail or visible wings, without a lappet.",Phonemogram,tyw,G14A,G14A,"202,2",unikemet
U13CFD,U+13CFD,𓳽,G-24-005,HJ G176,,,,,G176,G176,"202,1",unikemet
U13CFE,U+13CFE,𓳾,G-24-006,HJ G176A,C,"A griffon vulture (Gyps fulvus), without internal detail or visible wings, with a lappet.",Phonemogram,ty,G176A,G176A,"202,4",unikemet
U13CFF,U+13CFF,𓳿,G-24-007,HJ G177,,,,,G177,G177,,unikemet
U13D00,U+13D00,𓴀,G-24-011,HJ G179,C,"A griffon vulture (Gyps fulvus), wearing the Atef crown (S8A).",Phonemogram,nt,G179,G179,"202,7",unikemet
U13D01,U+13D01,𓴁,G-24-013,HJ G284,,,,,G284,G284,"202,8",unikemet
U13D02,U+13D02,𓴂,G-24-021,HJ G283,C,"A griffon vulture (Gyps fulvus), with a flagellum (S45) on its back; on top of a standard used for the carrying of religious symbols with the vertical stick at the far side (R92A). ",Logogram (goddess),nṯr.t,G283,G283,,unikemet
U13D03,U+13D03,𓴃,G-24-026,HJ G182,C,"A griffon vulture (Gyps fulvus), with a flagellum (S45) on its back, right claw extended forwards, holding a sceptre with a straight shaft, a forked base, topped with the head of the Seth animal (S40), angling forwards, with a cartouche in a round form (V9) with the loop around the staff.",Logogram (Nekhbet (divinity)),nḫb.t,G182,G182,"203,4",unikemet
U13D04,U+13D04,𓴄,G-24-028,HJ G016A,C,"A griffon vulture (Gyps fulvus), on top of a wickerwork basket (V30).",Classifier divinity (Nekhbet),nḫb.t,G16A,G16A,,unikemet
U13D05,U+13D05,𓴅,G-24-030,HJ G016B,C,"A griffon vulture (Gyps fulvus), with a flagellum (S45) on its back; on top of a wickerwork basket (V30).",Logogram (Mut (divinity)),mw.t,G16B,G16B,,unikemet
U13D06,U+13D06,𓴆,G-24-031,G185A,C,"A griffon vulture (Gyps fulvus), wearing the white crown (S1), on top of a wickerwork basket (V30).",Classifier uraeus,wr.t,,,,unikemet
U13D07,U+13D07,𓴇,G-24-032,HJ G185,C,"A griffon vulture (Gyps fulvus), wearing the white crown (S1), with a flagellum (S45) on its back; on top of a wickerwork basket (V30).",Logogram (lady (in nb.ty)),nb.t,G185,G185,"203,7",unikemet
U13D08,U+13D08,𓴈,G-24-038,HJ G282,C,"A griffon vulture (Gyps fulvus), with the horns of a bovid (F13) on its head; on top of an alabaster basin with a diamond shaped inner marking (W3).",Logogram (new year festival),wp-rnp.t,G282,G282,,unikemet
U13D09,U+13D09,𓴉,G-25-002,HJ G186,C,"A griffon vulture (Gyps fulvus), with the wings extended forward, as if to envelop someone or something.",Logogram/phonemogram (to protect),mkꞽ,G186,G186,"203,9",unikemet
U13D0A,U+13D0A,𓴊,G-25-004,HJ G186D,C,"A griffon vulture (Gyps fulvus), with the wings extended forward, as if to envelop someone or something, without internal detail.",Logogram/phonemogram (to protect),mkꞽ,G186D,G186D,"203,11",unikemet
U13D0B,U+13D0B,𓴋,G-25-006,G186F,C,"A griffon vulture (Gyps fulvus), with the wings extended forward, as if to envelop someone or something, with a flagellum (S45) on its back.",Logogram/phonemogram (to protect),mkꞽ,,,,unikemet
U13D0C,U+13D0C,𓴌,G-25-008,HJ G186B,,,,,G186B,G186B,,unikemet
U13D0D,U+13D0D,𓴍,G-26-006,HJ G064,,,,,G64,G64,"204,7",unikemet
U13D0E,U+13D0E,𓴎,G-26-020,HJ G066,C,"An Egyptian vulture (Neophron percnopterus), with two strokes (feathers?) in a V shape on top of its head.",Phonemogram,ꜣ,G66,G66,"205,5",unikemet
U13D0F,U+13D0F,𓴏,G-27-003,G332,C,"A griffon vulture (Gyps fulvus) (G14), facing a falcon (G5); on top of a wickerwork basket (V30).","Logogram (mother of the god, lady of)",mw.t-nṯr-nb,,,,unikemet
U13D10,U+13D10,𓴐,H-01-005,HJ H013,C,"A staff, with a straight shaft, topped with the head of a falcon, with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on top of the head.",Logogram (staff),mdw,H13,H13,"206,5",unikemet
U13D11,U+13D11,𓴑,H-01-007,H014B,C,"A staff, with a straight shaft and forked end, topped with the head of a falcon, with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on top of the head.",Classifier staff,mdw,,,"206,7",unikemet
U13D12,U+13D12,𓴒,H-01-008,H014C,C,"A staff, with a straight shaft, topped with the head of a falcon, with a crescent moon with the entire moon disk (N62) on its head.",Classifier staff,,,,,unikemet
U13D13,U+13D13,𓴓,H-01-009,H014D,C,"A staff, with a straight shaft and forked end, topped with the head of a falcon, with a crescent moon with the entire moon disk (N62) on its head.",Classifier staff,mdw,,,,unikemet
U13D14,U+13D14,𓴔,H-01-010,HJ H014,C,"A spear, with a straight shaft and forked end, topped with the head of a falcon, with a cobra (Naja haje), standing up, with expanded hood (uraeus) on top of the head, tail descending behind the head; with a triangular spearhead above the snake.",Phonemogram,mdw,H14,H14,"206,8",unikemet
U13D15,U+13D15,𓴕,H-01-011,HJ H014A,C,"A spear, with a straight shaft and forked end, topped with the head of a falcon, with a triangular spearhead above the head.",Logogram (staff),mdw,H14A,H14A,,unikemet
U13D16,U+13D16,𓴖,H-01-013,HJ H015,C,"A tiller of a ship, topped with the head of a falcon, angled forwards.",Phonemogram/logogram (end),nfr.(y)t,H15,H15,"206,10",unikemet
U13D17,U+13D17,𓴗,H-02-002,HJ H016,C,The eye of a falcon with the markings of the head of a falcon.,Logogram (to see),mꜣꜣ,H16,H16,"206,13",unikemet
U13D18,U+13D18,𓴘,H-02-003,HJ H016A,C,"The markings of the head of a falcon, without the eye / a very schematic representation of a spine, with the spinal cord hanging out at the backside.",Phono-repeater,ꞽmꜣḫ,H16A,H16A,"207,1",unikemet
U13D19,U+13D19,𓴙,H-03-002,HJ H018A,C,"The head of a bird, with its mouth open, neck curling backwards.","Logogram (to speak, to say)",ḏd,H18A,H18A,"207,4",unikemet
U13D1A,U+13D1A,𓴚,H-03-004,HJ H017,C,The head of a common crane (Grus grus).,Classifier common crane,ḏꜣ(.t),H17,H17,"207,6",unikemet
U13D1B,U+13D1B,𓴛,H-03-005,HJ H018,C,"The head of a bird, with its mouth open, neck straight.","Logogram (to speak, to say)",ḏd,H18,H18,"207,7",unikemet
U13D1C,U+13D1C,𓴜,H-03-006,HJ H019,C,"The head of a bird, with its mouth open, neck straight, with a loop of cord with the ends forwards around its neck.",Phonemogram,pg,H19,H19,,unikemet
U13D1D,U+13D1D,𓴝,H-04-001,HJ H020,C,"The head of a crested ibis (Ibis comata), neck curving backwards.",Phonemogram,ꜣḫ,H20,H20,"207,8",unikemet
U13D1E,U+13D1E,𓴞,H-04-002,HJ H002A,C,"The head of a crested ibis (Ibis comata), with a beak with a downward angled tip, with a crest of two long feathers on the head, neck curving backwards,",Phonemogram/logogram (spirits),ꜣḫ,H2A,H2A,"207,9",unikemet
U13D1F,U+13D1F,𓴟,H-06-006,HJ H044,C,"The head of a griffon vulture (Gyps fulvus), with a straight neck.",Phono-repeater,nr,H44,H44,,unikemet
U13D20,U+13D20,𓴠,H-07-007,HJ H005A,,,,,H5A,H5A,"209,1",unikemet
U13D21,U+13D21,𓴡,H-07-010,HJ H005B,,,,,H5B,H5B,"209,4",unikemet
U13D22,U+13D22,𓴢,H-08-011,HJ H030,,,,,H30,H30,"209,14",unikemet
U13D23,U+13D23,𓴣,H-08-012,HJ H026,C,"A feather (H6), angled forwards, on top of a wide cup (W10).",Phonemogram,šps,H26,H26,,unikemet
U13D24,U+13D24,𓴤,H-08-016,HJ H045,C,"A feather (H6), angled forwards, on top of strip of land, with three grains of sand written beneath it (N16).",Phonemogram,tꜣš,H45,H45,,unikemet
U13D25,U+13D25,𓴥,H-08-017,HJ H041,C,"Two feathers, connected back-to-back.",Classifier double feather,šw.ty,H41,H41,,unikemet
U13D26,U+13D26,𓴦,H-09-001,HJ H031,C,"The leg of a bird, as if drawn towards the body.",Phonemogram,r,H31,H31,"210,1",unikemet
U13D27,U+13D27,𓴧,H-09-007,HJ H032,,,,,H32,H32,"210,7",unikemet
U13D28,U+13D28,𓴨,H-09-008,HJ H025,C,The schematic representation of the claw of a bird.,"Logogram (claw, talon)",ꜥn.t,H25,H25,,unikemet
U13D29,U+13D29,𓴩,H-10-005,HJ H034,C,"A duckling, with open beak, outstretched wings on either side of the body, and the legs drawn towards the body (G47), inside an egg (H8).",Logogram (one who is within an egg),ꞽm.yw-swḥ.t,H34,H34,,unikemet
U13D2A,U+13D2A,𓴪,H-10-006,HJ H046,C,"An egg (H8), on top of a standard used for carrying religious symbols (R12).",Logogram (Duau (divinity)),dwꜣw,H46,H46,,unikemet
U13D2B,U+13D2B,𓴫,H-11-003,HJ H038,C,The head and upper body of an owl.,Phonemogram,m,H38,H38,,unikemet
U13D2C,U+13D2C,𓴬,H-11-004,HJ H039,C,The head and upper body of a quail chick (Coturnix coturnix).,Phonemogram,w,H39,H39,,unikemet
U13D2D,U+13D2D,𓴭,H-11-005,HJ H040,C,The head and upper body of an Egyptian vulture (Neophron percnopterus).,Phonemogram,ꜣ,H40,H40,,unikemet
U13D2E,U+13D2E,𓴮,H-11-006,HJ H042,C,The head and upper body of a greater white-fronted goose (Anser albifrons). ,Phonemogram,gb,H42,H42,,unikemet
U13D2F,U+13D2F,𓴯,I-01-002,HJ I028,C,"A snake with human arms, extended at the sides, with the forearms angling forward.",Logogram (Nehebkau (divinity)),nḥb-kꜣ.w,I28,I28,"211,2",unikemet
U13D30,U+13D30,𓴰,I-01-003,I001A,C,"A hardun lizard (laudakia stellio), seen from the side.",Classifier hardun lizard,ḏnf,,,,unikemet
U13D31,U+13D31,𓴱,I-02-002,I002A,C,"A freshwater turtle, with a knife with a triangular blade and straight handle (T30A) at either leg, blade inwards.",Classifier evil,ḏwḏw,,,,unikemet
U13D32,U+13D32,𓴲,I-03-004,I005D,C,"A cult image of a crocodile (I5A), on top of a wickerwork basket (V30).",Classifier Nun,nꞽw,,,,unikemet
U13D33,U+13D33,𓴳,I-03-005,I005C,C,"A cult image of a crocodile, wearing a headdress consisting of two feathers, connected back-to-back (H41) on its head.",Logogram (Sobek (divinity)),sbk,,,,unikemet
U13D34,U+13D34,𓴴,I-03-009,HJ I003A,C,"A Nile crocodile (Crocodylus niloticus), with a feather (H6), angled forwards, on its head.","Logogram (Iqer, 6th nome of Upper Egypt)",ꞽḳr,I3A,I3A,"211,6",unikemet
U13D35,U+13D35,𓴵,I-03-010,I018D,C,"A Nile crocodile (Crocodylus niloticus), with a flagellum (S45) on its back.",Classifier divinity (Sobek),sbk,,,,unikemet
U13D36,U+13D36,𓴶,I-03-012,I106B,C,"A Nile crocodile (Crocodylus niloticus), with a feather (H6), angled forwards, on its head, with a spear, arrow without fletching or a harpoon without handle, written vertically, tip downwards on its back; on top of a standard used for carrying religious symbols, with a short vertical pole, with a loop under the horizontal beam, running over the vertical pole (R56).","Logogram (Iqer, 6th nome of Upper Egypt)",ꞽḳr,,,,unikemet
U13D37,U+13D37,𓴷,I-03-014,I106D,C,"A Nile crocodile (Crocodylus niloticus), with a feather (H6), angled backwards, on its head; on top of a standard used for carrying religious symbols (R12).",Logogram (Medinet Habu),ṯꜣm.t,,,,unikemet
U13D38,U+13D38,𓴸,I-03-015,HJ I106,C,"A Nile crocodile (Crocodylus niloticus), with a feather (H6), angled backwards, on its head, and a knife with triangular blade and straight handle (T30A) vertically on its back, blade towards the front; on top of a standard used for carrying religious symbols (R12), on top of a parcel of land with irrigation ditches (N24).","Logogram (Iqer, 6th nome of Upper Egypt)",ꞽḳr,I106,I106,,unikemet
U13D39,U+13D39,𓴹,I-03-019,HJ I003C,C,"A Nile crocodile (Crocodylus niloticus), with a two-barbed harpoon, with a handle on the shaft, written vertically (T21A), on its nose and on its back, near the hip.",Classifier water animal,ꞽm.yw-mw,I3C,I3C,"211,9",unikemet
U13D3A,U+13D3A,𓴺,I-03-021,HJ I003B,C,"A Nile crocodile (Crocodylus niloticus), with a two-barbed harpoon, with a handle on the shaft, written vertically (T21A), on its nose.",Classifier enemy in crocodile form,ḫꜥw,I3B,I3B,"211,10",unikemet
U13D3B,U+13D3B,𓴻,I-03-022,HJ I003G,C,"A Nile crocodile (Crocodylus niloticus), with a knife with a triangular blade and straight handle (T30A) on its nose, blade outwards.",Logogram (crocodile),ꜥfꜥ,I3G,I3G,,unikemet
U13D3C,U+13D3C,𓴼,I-03-025,HJ I003K,C,"A Nile crocodile (Crocodylus niloticus), with a two-barbed harpoon, with a handle on the shaft, written vertically (T21A), on its back.",Classifier enemy in crocodile form,ḥnt.y,I3K,I3K,,unikemet
U13D3D,U+13D3D,𓴽,I-03-030,I003P,C,"A Nile crocodile (Crocodylus niloticus), with four two-barbed harpoon, with a handle on the shaft, written vertically (T21A), two on the head, two on the back.",Classifier enemy in crocodile form,mg(ꜣ),,,"212,3",unikemet
U13D3E,U+13D3E,𓴾,I-03-032,HJ I003E,C,"A Nile crocodile (Crocodylus niloticus), with its head facing backwards.",Classifier crocodile,ḥnt.y,I3E,I3E,,unikemet
U13D3F,U+13D3F,𓴿,I-03-033,HJ I003J,C,"A Nile crocodile (Crocodylus niloticus), with its head facing backwards, with a two-barbed harpoon, with a handle on the shaft, written vertically (T21A), on its head. ",Logogram (crocodile),mg(ꜣ),I3J,I3J,,unikemet
U13D40,U+13D40,𓵀,I-03-039,HJ I018,C,"A Nile crocodile (Crocodylus niloticus) with its tail curved forward, below the body (I5), wearing a headdress consisting of two feathers on top of the horns of a ram (S77). ",Logogram (Sobek (divinity)),sbk,I18,I18,,unikemet
U13D41,U+13D41,𓵁,I-03-041,HJ I005B,C,"A Nile crocodile (Crocodylus niloticus) with its tail curved forward, below the body, with a two-barbed harpoon, with a handle on the shaft, written vertically (T21A), on its head and its back, near the hip.",Logogram (to gather),sꜣḳ,I5B,I5B,"212,9",unikemet
U13D42,U+13D42,𓵂,I-03-044,I004B,C,"A Nile crocodile (Crocodylus niloticus) on top of a shrine (I4), wearing the Atef crown (S8).",Logogram (Sobek (divinity)),sbk,,,,unikemet
U13D43,U+13D43,𓵃,I-03-045,I004C,C,"A Nile crocodile (Crocodylus niloticus) on top of a shrine (I4), with the sun, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6) on top of its head. ",Logogram (Sobek-Re (divinity)),sbk-rꜥ,,,,unikemet
U13D44,U+13D44,𓵄,I-03-046,I018E,C,"A Nile crocodile (Crocodylus niloticus), wearing a headdress consisting of two feathers on top of the horns of a ram (S77). ",Logogram (sovereign),ꞽty,,,,unikemet
